ligand,receptor,source,target,ligand_expr,receptor_expr,score,pvalue
WNT5A,FZD5,4,9,0.3238341968911917,0.2642857142857143,0.08558475203552923,0.001996007984031936
CXCL11,CXCR3,1,2,2.85,0.029850746268656716,0.08507462686567165,0.0499001996007984
CD40LG,CD40,9,1,0.22857142857142856,0.372,0.08502857142857143,0.001996007984031936
CCL21,CCR7,4,3,0.44041450777202074,0.19298245614035087,0.08499227342968821,0.001996007984031936
CD86,CD28,3,5,0.375,0.22262773722627738,0.08348540145985402,0.001996007984031936
CD86,CD28,8,4,0.28488372093023256,0.2927461139896373,0.08339860224123388,0.001996007984031936
IL1B,IL1R1,4,1,0.20466321243523317,0.406,0.08309326424870467,0.001996007984031936
CCL19,CCR7,9,5,0.5142857142857142,0.16058394160583941,0.08258602711157455,0.001996007984031936
FASLG,FAS,9,1,0.11428571428571428,0.722,0.0825142857142857,0.001996007984031936
IL1B,IL1R1,1,9,0.066,1.25,0.0825,0.001996007984031936
TNF,TNFRSF1B,9,5,0.29285714285714287,0.28102189781021897,0.0822992700729927,0.001996007984031936
CCL2,CCR2,8,9,0.2616279069767442,0.3142857142857143,0.08222591362126247,0.013972055888223553
BMP4,BMPR1A,1,4,0.098,0.8367875647668394,0.08200518134715026,0.001996007984031936
BMP4,BMPR1A,3,5,0.14035087719298245,0.583941605839416,0.08195671660904084,0.001996007984031936
CCL19,CCR7,8,3,0.42441860465116277,0.19298245614035087,0.08190534475724193,0.001996007984031936
CCL2,CCR2,8,3,0.2616279069767442,0.31140350877192985,0.08147184822521421,0.011976047904191617
CCL19,CCR7,9,4,0.5142857142857142,0.15803108808290156,0.08127313101406365,0.001996007984031936
BMP4,BMPR1A,4,3,0.30310880829015546,0.2631578947368421,0.07976547586583038,0.001996007984031936
WNT5A,FZD5,5,5,0.3357664233576642,0.23722627737226276,0.07965261867973786,0.001996007984031936
CD274,PDCD1,1,1,0.198,0.402,0.07959600000000001,0.001996007984031936
CD86,CD28,4,4,0.2694300518134715,0.2927461139896373,0.07887460066042042,0.001996007984031936
IL18,IL18R1,9,6,1.042857142857143,0.07555555555555556,0.0787936507936508,0.001996007984031936
CD86,CD28,7,9,0.11398963730569948,0.6857142857142857,0.07816432272390822,0.001996007984031936
CD274,PDCD1,5,1,0.19343065693430658,0.402,0.07775912408759125,0.001996007984031936
IL1B,IL1R1,8,8,0.1569767441860465,0.4941860465116279,0.0775757166035695,0.027944111776447105
CCL2,CCR2,5,4,0.291970802919708,0.26424870466321243,0.07715290647101092,0.007984031936127744
IFNG,IFNGR1,3,1,0.12719298245614036,0.606,0.07707894736842105,0.00998003992015968
WNT5A,FZD5,4,5,0.3238341968911917,0.23722627737226276,0.0768219810143338,0.001996007984031936
BMP4,BMPR1A,4,6,0.30310880829015546,0.25333333333333335,0.07678756476683939,0.001996007984031936
CD274,PDCD1,3,1,0.19078947368421054,0.402,0.07669736842105264,0.001996007984031936
FASLG,FAS,1,8,0.124,0.6162790697674418,0.07641860465116279,0.001996007984031936
IL6,IL6R,4,6,0.19689119170984457,0.38666666666666666,0.07613126079447323,0.001996007984031936
IFNG,IFNGR1,4,6,0.18134715025906736,0.4177777777777778,0.07576280944156592,0.04790419161676647
TNF,TNFRSF1B,5,8,0.145985401459854,0.5174418604651163,0.07553895773213376,0.001996007984031936
CD80,CD28,5,9,0.10948905109489052,0.6857142857142857,0.07507820646506778,0.001996007984031936
BMP4,BMPR1A,9,5,0.12857142857142856,0.583941605839416,0.07507820646506777,0.005988023952095809
TNF,TNFRSF1B,3,9,0.06359649122807018,1.1714285714285715,0.07449874686716793,0.001996007984031936
IL1B,IL1R1,6,4,0.05333333333333334,1.3937823834196892,0.0743350604490501,0.017964071856287425
CD274,PDCD1,1,3,0.198,0.375,0.07425000000000001,0.001996007984031936
TNF,TNFRSF1B,5,4,0.145985401459854,0.5077720207253886,0.07412730229567717,0.001996007984031936
CD40LG,CD40,3,4,0.12719298245614036,0.5777202072538861,0.0734819561858013,0.001996007984031936
CD80,CTLA4,9,9,0.29285714285714287,0.25,0.07321428571428572,0.001996007984031936
CD86,CD28,2,9,0.10660980810234541,0.6857142857142857,0.07310386841303686,0.003992015968063872
WNT7B,FZD1,5,5,0.20437956204379562,0.35766423357664234,0.07309925941712399,0.001996007984031936
CCL21,CCR7,9,3,0.37857142857142856,0.19298245614035087,0.07305764411027568,0.001996007984031936
IL1B,IL1R1,9,3,0.36428571428571427,0.19956140350877194,0.07269736842105264,0.033932135728542916
IL1B,IL1R1,5,1,0.17883211678832117,0.406,0.0726058394160584,0.015968063872255488
CCL19,CCR7,5,3,0.3759124087591241,0.19298245614035087,0.07254449993597131,0.001996007984031936
CD274,PDCD1,5,3,0.19343065693430658,0.375,0.07253649635036497,0.001996007984031936
CXCL13,CXCR5,1,5,0.66,0.10948905109489052,0.07226277372262774,0.001996007984031936
BMP4,BMPR1A,4,8,0.30310880829015546,0.23837209302325582,0.07225268104590915,0.001996007984031936
CD40LG,CD40,1,9,0.052,1.3857142857142857,0.07205714285714285,0.001996007984031936
CD274,PDCD1,3,3,0.19078947368421054,0.375,0.07154605263157895,0.001996007984031936
IL1B,IL1R1,3,1,0.17543859649122806,0.406,0.0712280701754386,0.005988023952095809
TNF,TNFRSF1B,5,3,0.145985401459854,0.4868421052631579,0.07107184018440262,0.001996007984031936
CCL2,CCR2,3,1,0.631578947368421,0.112,0.07073684210526315,0.00998003992015968
CCL21,CCR7,4,5,0.44041450777202074,0.16058394160583941,0.0707234975984267,0.001996007984031936
WNT7B,FZD1,5,1,0.20437956204379562,0.346,0.07071532846715328,0.001996007984031936
FASLG,FAS,9,8,0.11428571428571428,0.6162790697674418,0.07043189368770764,0.017964071856287425
CD86,CD28,9,1,0.6642857142857143,0.106,0.07041428571428571,0.001996007984031936
BMP4,BMPR1A,8,3,0.26744186046511625,0.2631578947368421,0.07037943696450427,0.005988023952095809
WNT5A,FZD5,5,6,0.3357664233576642,0.2088888888888889,0.07013787510137875,0.001996007984031936
CCL2,CCR2,3,8,0.631578947368421,0.11046511627906977,0.06976744186046512,0.043912175648702596
CD274,PDCD1,4,9,0.25647668393782386,0.2714285714285714,0.06961509992598075,0.001996007984031936
CCL21,CCR7,4,4,0.44041450777202074,0.15803108808290156,0.06959918387070795,0.001996007984031936
BMP4,BMPR1A,7,5,0.11917098445595854,0.583941605839416,0.06958889603267651,0.005988023952095809
WNT7B,FZD1,4,8,0.14248704663212436,0.4883720930232558,0.06958669719243282,0.001996007984031936
CCL19,CCR7,4,3,0.3601036269430052,0.19298245614035087,0.06949368239250976,0.001996007984031936
FASLG,FAS,3,3,0.16666666666666666,0.4166666666666667,0.06944444444444445,0.001996007984031936
CCL2,CCR2,8,4,0.2616279069767442,0.26424870466321243,0.0691348355223521,0.04790419161676647
C5,C5AR1,5,4,0.23722627737226276,0.29015544041450775,0.06883249498884307,0.001996007984031936
CD86,CD28,1,1,0.646,0.106,0.068476,0.001996007984031936
CCL19,CCR7,8,5,0.42441860465116277,0.16058394160583941,0.06815481242573417,0.001996007984031936
CCL19,CCR7,3,3,0.3530701754385965,0.19298245614035087,0.06813634964604492,0.001996007984031936
CD274,PDCD1,8,9,0.25,0.2714285714285714,0.06785714285714285,0.001996007984031936
FASLG,FAS,8,3,0.16279069767441862,0.4166666666666667,0.0678294573643411,0.015968063872255488
BMP4,BMPR1A,8,6,0.26744186046511625,0.25333333333333335,0.06775193798449612,0.00998003992015968
WNT5A,FZD5,4,6,0.3238341968911917,0.2088888888888889,0.06764536557282672,0.001996007984031936
TNF,TNFRSF1B,2,9,0.057569296375266525,1.1714285714285715,0.0674383186110265,0.001996007984031936
CCL19,CCR7,8,4,0.42441860465116277,0.15803108808290156,0.06707133389565008,0.001996007984031936
FASLG,FAS,3,5,0.16666666666666666,0.40145985401459855,0.06690997566909976,0.001996007984031936
CD80,CTLA4,9,1,0.29285714285714287,0.228,0.06677142857142858,0.001996007984031936
CCL19,CCR7,9,9,0.5142857142857142,0.12857142857142856,0.06612244897959182,0.001996007984031936
C5,C5AR1,5,9,0.23722627737226276,0.2785714285714286,0.0660844629822732,0.001996007984031936
C5,C5AR1,4,1,0.3290155440414508,0.2,0.06580310880829016,0.001996007984031936
CD86,CD28,9,8,0.6642857142857143,0.09883720930232558,0.06565614617940199,0.011976047904191617
FASLG,FAS,8,5,0.16279069767441862,0.40145985401459855,0.06535392972330674,0.02594810379241517
IL18,IL18R1,4,2,1.3316062176165804,0.04904051172707889,0.06530265033087708,0.001996007984031936
CD80,CD28,9,5,0.29285714285714287,0.22262773722627738,0.06519812304483838,0.001996007984031936
CD40LG,CD40,2,9,0.046908315565031986,1.3857142857142857,0.0650015229972586,0.001996007984031936
CD80,CD28,1,9,0.094,0.6857142857142857,0.06445714285714285,0.001996007984031936
CD86,CD28,1,8,0.646,0.09883720930232558,0.06384883720930233,0.005988023952095809
BMP4,BMPR1A,8,8,0.26744186046511625,0.23837209302325582,0.0637506760411033,0.027944111776447105
IL6,IL6R,1,9,0.09,0.7071428571428572,0.06364285714285714,0.001996007984031936
IL6,IL6R,9,6,0.16428571428571428,0.38666666666666666,0.06352380952380952,0.001996007984031936
CD86,CD28,8,5,0.28488372093023256,0.22262773722627738,0.06342301816329995,0.003992015968063872
WNT5A,FZD5,8,4,0.12209302325581395,0.5181347150259067,0.06326063381130256,0.001996007984031936
BMP4,BMPR1A,6,4,0.07555555555555556,0.8367875647668394,0.06322394933793897,0.003992015968063872
WNT5A,FZD5,9,4,0.12142857142857143,0.5181347150259067,0.06291635825314582,0.001996007984031936
IL18,IL18R1,1,4,0.258,0.24352331606217617,0.06282901554404145,0.001996007984031936
FASLG,FAS,4,3,0.15025906735751296,0.4166666666666667,0.06260794473229707,0.011976047904191617
FASLG,FAS,5,3,0.14963503649635038,0.4166666666666667,0.062347931873479326,0.013972055888223553
IL6,IL6R,1,4,0.09,0.6839378238341969,0.061554404145077714,0.001996007984031936
BMP4,BMPR1A,4,10,0.30310880829015546,0.2028985507246377,0.06150033791394459,0.03992015968063872
BMP4,BMPR1A,5,3,0.23357664233576642,0.2631578947368421,0.06146753745678063,0.005988023952095809
WNT7B,FZD1,5,2,0.20437956204379562,0.3006396588486141,0.06144460180847587,0.001996007984031936
CXCL13,CXCR5,9,4,0.4,0.15284974093264247,0.061139896373056994,0.001996007984031936
CCL21,CCR7,9,5,0.37857142857142856,0.16058394160583941,0.060792492179353494,0.001996007984031936
WNT7B,FZD1,5,3,0.20437956204379562,0.29605263157894735,0.06050710718401844,0.001996007984031936
CCL19,CCR7,5,5,0.3759124087591241,0.16058394160583941,0.06036549629708562,0.001996007984031936
FASLG,FAS,4,5,0.15025906735751296,0.40145985401459855,0.06032298324571688,0.007984031936127744
IL15,IL15RA,9,1,0.40714285714285714,0.148,0.060257142857142856,0.001996007984031936
IL6,IL6R,4,1,0.19689119170984457,0.306,0.060248704663212437,0.001996007984031936
TNF,TNFRSF1B,8,8,0.11627906976744186,0.5174418604651163,0.060167658193618176,0.007984031936127744
FASLG,FAS,5,5,0.14963503649635038,0.40145985401459855,0.06007245990729395,0.04590818363273453
CD86,CD28,4,5,0.2694300518134715,0.22262773722627738,0.059982602775991836,0.001996007984031936
CCL21,CCR7,9,4,0.37857142857142856,0.15803108808290156,0.059826054774241307,0.001996007984031936
BMP4,BMPR1A,2,5,0.1023454157782516,0.583941605839416,0.059763746439854944,0.003992015968063872
CXCL13,CXCR5,3,4,0.39035087719298245,0.15284974093264247,0.0596650304517771,0.001996007984031936
CCL19,CCR7,5,4,0.3759124087591241,0.15803108808290156,0.05940584698006883,0.001996007984031936
IL18,IL18R1,3,4,0.24342105263157895,0.24352331606217617,0.059278701936187624,0.001996007984031936
CD86,CD28,3,3,0.375,0.15789473684210525,0.05921052631578947,0.001996007984031936
BMP4,BMPR1A,5,6,0.23357664233576642,0.25333333333333335,0.059172749391727494,0.023952095808383235
TNF,TNFRSF1B,8,4,0.11627906976744186,0.5077720207253886,0.0590432582238824,0.001996007984031936
IL15,IL15RA,5,9,0.17883211678832117,0.32857142857142857,0.05875912408759124,0.001996007984031936
WNT7B,FZD1,5,7,0.20437956204379562,0.2849740932642487,0.05824288037517492,0.001996007984031936
CCL19,CCR7,4,5,0.3601036269430052,0.16058394160583941,0.05782685980106653,0.001996007984031936
IL6,IL6R,3,6,0.14912280701754385,0.38666666666666666,0.05766081871345029,0.001996007984031936
CXCL13,CXCR5,1,10,0.66,0.08695652173913043,0.05739130434782609,0.001996007984031936
BMP4,BMPR1A,1,5,0.098,0.583941605839416,0.05722627737226277,0.001996007984031936
CD40LG,CD40,5,4,0.09854014598540146,0.5777202072538861,0.05692863356151432,0.001996007984031936
CCL19,CCR7,4,4,0.3601036269430052,0.15803108808290156,0.05690756798840237,0.001996007984031936
WNT7B,FZD1,3,4,0.07675438596491228,0.7409326424870466,0.05686983001545314,0.001996007984031936
CCL19,CCR7,3,5,0.3530701754385965,0.16058394160583941,0.056697400435395055,0.001996007984031936
CCL21,CCR7,4,9,0.44041450777202074,0.12857142857142856,0.05662472242783123,0.001996007984031936
TNF,TNFRSF1B,8,3,0.11627906976744186,0.4868421052631579,0.05660954712362301,0.003992015968063872
C5,C5AR1,4,5,0.3290155440414508,0.17153284671532848,0.05643697288302258,0.001996007984031936
WNT5A,FZD5,5,1,0.3357664233576642,0.168,0.05640875912408759,0.001996007984031936
CXCL13,CXCR5,9,3,0.4,0.14035087719298245,0.056140350877192984,0.001996007984031936
WNT5A,FZD5,5,3,0.3357664233576642,0.16666666666666666,0.0559610705596107,0.001996007984031936
CD274,PDCD1,9,7,0.7714285714285715,0.07253886010362694,0.05595854922279792,0.007984031936127744
CD274,PDCD1,9,10,0.7714285714285715,0.07246376811594203,0.055900621118012424,0.027944111776447105
CD80,CTLA4,9,3,0.29285714285714287,0.19078947368421054,0.055874060150375944,0.001996007984031936
CCL19,CCR7,3,4,0.3530701754385965,0.15803108808290156,0.05579606399418235,0.001996007984031936
BMP4,BMPR1A,5,8,0.23357664233576642,0.23837209302325582,0.05567815311492107,0.033932135728542916
C5,C5AR1,4,3,0.3290155440414508,0.16885964912280702,0.05555744932278884,0.001996007984031936
C5,C5AR1,4,8,0.3290155440414508,0.1686046511627907,0.05547355103024461,0.001996007984031936
CD40LG,CD40,6,9,0.04,1.3857142857142857,0.05542857142857143,0.003992015968063872
BMP4,BMPR1A,3,9,0.14035087719298245,0.39285714285714285,0.05513784461152882,0.03792415169660679
CXCL13,CXCR5,3,3,0.39035087719298245,0.14035087719298245,0.054786088027085254,0.001996007984031936
CCL19,CCR7,8,9,0.42441860465116277,0.12857142857142856,0.05456810631229235,0.001996007984031936
WNT5A,FZD5,4,1,0.3238341968911917,0.168,0.054404145077720206,0.001996007984031936
WNT7B,FZD1,5,9,0.20437956204379562,0.2642857142857143,0.05401459854014599,0.001996007984031936
WNT5A,FZD5,4,3,0.3238341968911917,0.16666666666666666,0.053972366148531944,0.001996007984031936
CD274,PDCD1,1,9,0.198,0.2714285714285714,0.05374285714285714,0.001996007984031936
TNF,TNFRSF1B,4,5,0.18911917098445596,0.28102189781021897,0.05314662834234711,0.001996007984031936
CD40LG,CD40,3,8,0.12719298245614036,0.4127906976744186,0.05250407996736026,0.001996007984031936
CD274,PDCD1,5,9,0.19343065693430658,0.2714285714285714,0.05250260688216893,0.011976047904191617
IL6,IL6R,5,6,0.13503649635036497,0.38666666666666666,0.05221411192214112,0.003992015968063872
TNF,TNFRSF1B,6,9,0.044444444444444446,1.1714285714285715,0.05206349206349207,0.00998003992015968
CD80,CD28,8,9,0.0755813953488372,0.6857142857142857,0.05182724252491694,0.001996007984031936
CD274,PDCD1,3,9,0.19078947368421054,0.2714285714285714,0.05178571428571428,0.007984031936127744
FASLG,FAS,1,3,0.124,0.4166666666666667,0.051666666666666666,0.041916167664670656
CD40LG,CD40,4,6,0.24093264248704663,0.21333333333333335,0.05139896373056995,0.001996007984031936
IL6,IL6R,10,9,0.07246376811594203,0.7071428571428572,0.05124223602484473,0.029940119760479042
IL18,IL18R1,9,2,1.042857142857143,0.04904051172707889,0.0511422479439537,0.011976047904191617
WNT7B,FZD1,4,5,0.14248704663212436,0.35766423357664234,0.050962520328278055,0.001996007984031936
TNF,TNFRSF1B,9,10,0.29285714285714287,0.17391304347826086,0.05093167701863354,0.043912175648702596
WNT7B,FZD1,5,6,0.20437956204379562,0.24888888888888888,0.05086780210867802,0.001996007984031936
CD40LG,CD40,8,4,0.0872093023255814,0.5777202072538861,0.05038257621400169,0.001996007984031936
IL6,IL6R,9,1,0.16428571428571428,0.306,0.05027142857142857,0.001996007984031936
CD40LG,CD40,4,3,0.24093264248704663,0.20833333333333334,0.05019430051813471,0.001996007984031936
CD80,CD28,10,9,0.07246376811594203,0.6857142857142857,0.04968944099378882,0.001996007984031936
IL6,IL6R,10,4,0.07246376811594203,0.6839378238341969,0.04956071187204325,0.02594810379241517
CD274,PDCD1,9,2,0.7714285714285715,0.06396588486140725,0.04934511117879988,0.015968063872255488
WNT7B,FZD1,4,1,0.14248704663212436,0.346,0.049300518134715025,0.001996007984031936
IL18,IL18R1,5,4,0.20072992700729927,0.24352331606217617,0.048882417457736096,0.005988023952095809
CD40LG,CD40,9,6,0.22857142857142856,0.21333333333333335,0.04876190476190476,0.005988023952095809
WNT5A,FZD5,3,9,0.18421052631578946,0.2642857142857143,0.04868421052631579,0.001996007984031936
CCL21,CCR7,9,9,0.37857142857142856,0.12857142857142856,0.048673469387755096,0.003992015968063872
IL15,IL15RA,9,4,0.40714285714285714,0.11917098445595854,0.04851961509992598,0.001996007984031936
BMP4,BMPR1A,4,1,0.30310880829015546,0.16,0.04849740932642488,0.03592814371257485
IL6,IL6R,4,3,0.19689119170984457,0.24561403508771928,0.048359240069084625,0.001996007984031936
CCL19,CCR7,5,9,0.3759124087591241,0.12857142857142856,0.048331595411887376,0.003992015968063872
TNF,TNFRSF1B,3,1,0.06359649122807018,0.758,0.0482061403508772,0.001996007984031936
TNF,TNFRSF1B,9,6,0.29285714285714287,0.16444444444444445,0.048158730158730165,0.04590818363273453
IL15,IL15RA,8,9,0.14534883720930233,0.32857142857142857,0.04775747508305648,0.001996007984031936
WNT7B,FZD1,9,4,0.06428571428571428,0.7409326424870466,0.047631384159881565,0.003992015968063872
CD40LG,CD40,9,3,0.22857142857142856,0.20833333333333334,0.047619047619047616,0.00998003992015968
C5,C5AR1,5,1,0.23722627737226276,0.2,0.04744525547445255,0.001996007984031936
IL15,IL15RA,9,8,0.40714285714285714,0.11627906976744186,0.0473421926910299,0.001996007984031936
CD40LG,CD40,3,1,0.12719298245614036,0.372,0.047315789473684214,0.001996007984031936
CD80,CD28,4,4,0.16062176165803108,0.2927461139896373,0.04702139654755832,0.001996007984031936
CD80,CD28,3,4,0.1600877192982456,0.2927461139896373,0.04686505772202527,0.001996007984031936
TNF,TNFRSF1B,1,9,0.04,1.1714285714285715,0.04685714285714286,0.015968063872255488
CD274,PDCD1,4,5,0.25647668393782386,0.18248175182481752,0.04680231458719413,0.011976047904191617
WNT5A,FZD5,1,4,0.09,0.5181347150259067,0.0466321243523316,0.001996007984031936
CD274,PDCD1,4,4,0.25647668393782386,0.18134715025906736,0.04651131574001987,0.003992015968063872
CCL19,CCR7,4,9,0.3601036269430052,0.12857142857142856,0.04629903774981495,0.007984031936127744
CD80,CD28,9,3,0.29285714285714287,0.15789473684210525,0.0462406015037594,0.001996007984031936
CD80,CD28,7,9,0.06735751295336788,0.6857142857142857,0.0461880088823094,0.001996007984031936
CCL19,CCR7,2,3,0.23880597014925373,0.19298245614035087,0.046085362660382295,0.001996007984031936
IL6,IL6R,4,5,0.19689119170984457,0.23357664233576642,0.045989183465073184,0.001996007984031936
IL6,IL6R,3,1,0.14912280701754385,0.306,0.04563157894736842,0.001996007984031936
CD274,PDCD1,8,5,0.25,0.18248175182481752,0.04562043795620438,0.021956087824351298
C5,C5AR1,9,4,0.15714285714285714,0.29015544041450775,0.045595854922279785,0.001996007984031936
CCL19,CCR7,3,9,0.3530701754385965,0.12857142857142856,0.04539473684210526,0.003992015968063872
CD274,PDCD1,8,4,0.25,0.18134715025906736,0.04533678756476684,0.02594810379241517
CCL19,CCR7,9,8,0.5142857142857142,0.0872093023255814,0.04485049833887043,0.017964071856287425
IL15,IL15RA,4,1,0.2979274611398964,0.148,0.04409326424870466,0.001996007984031936
CXCL13,CXCR5,9,5,0.4,0.10948905109489052,0.043795620437956206,0.001996007984031936
C5,C5AR1,9,9,0.15714285714285714,0.2785714285714286,0.04377551020408163,0.003992015968063872
WNT5A,FZD5,3,5,0.18421052631578946,0.23722627737226276,0.04369957741067998,0.001996007984031936
TNF,TNFRSF1B,2,1,0.057569296375266525,0.758,0.043637526652452026,0.015968063872255488
C5,C5AR1,4,2,0.3290155440414508,0.13219616204690832,0.04349459217605533,0.001996007984031936
C5,C5AR1,3,4,0.14912280701754385,0.29015544041450775,0.04326879374602308,0.001996007984031936
CCL19,CCR7,9,1,0.5142857142857142,0.084,0.043199999999999995,0.013972055888223553
WNT7B,FZD1,4,2,0.14248704663212436,0.3006396588486141,0.04283725708982843,0.001996007984031936
CXCL13,CXCR5,3,5,0.39035087719298245,0.10948905109489052,0.042739147137917786,0.001996007984031936
C5,C5AR1,4,7,0.3290155440414508,0.12953367875647667,0.042618593787752686,0.001996007984031936
CXCL13,CXCR5,1,9,0.66,0.06428571428571428,0.04242857142857143,0.001996007984031936
IL6,IL6R,4,8,0.19689119170984457,0.21511627906976744,0.042354500542234004,0.005988023952095809
WNT7B,FZD1,4,3,0.14248704663212436,0.29605263157894735,0.042183665121352604,0.001996007984031936
C5,C5AR1,3,9,0.14912280701754385,0.2785714285714286,0.04154135338345864,0.001996007984031936
IL6,IL6R,5,1,0.13503649635036497,0.306,0.041321167883211676,0.007984031936127744
WNT5A,FZD5,5,8,0.3357664233576642,0.12209302325581395,0.040994737735528766,0.017964071856287425
C5,C5AR1,5,5,0.23722627737226276,0.17153284671532848,0.04069209867334435,0.001996007984031936
CD40LG,CD40,5,8,0.09854014598540146,0.4127906976744186,0.04067645561025293,0.017964071856287425
WNT7B,FZD1,4,7,0.14248704663212436,0.2849740932642487,0.04060511691589036,0.001996007984031936
CD40LG,CD40,4,5,0.24093264248704663,0.1678832116788321,0.04044854581899323,0.005988023952095809
IL6,IL6R,9,3,0.16428571428571428,0.24561403508771928,0.04035087719298246,0.013972055888223553
WNT5A,FZD5,7,4,0.07772020725388601,0.5181347150259067,0.040269537437246636,0.00998003992015968
CD80,CTLA4,4,9,0.16062176165803108,0.25,0.04015544041450777,0.001996007984031936
C5,C5AR1,5,3,0.23722627737226276,0.16885964912280702,0.04005794595978998,0.001996007984031936
CD80,CTLA4,3,9,0.1600877192982456,0.25,0.0400219298245614,0.001996007984031936
C5,C5AR1,5,8,0.23722627737226276,0.1686046511627907,0.03999745374299779,0.003992015968063872
WNT5A,FZD5,4,8,0.3238341968911917,0.12209302325581395,0.0395378961320641,0.011976047904191617
WNT5A,FZD5,3,6,0.18421052631578946,0.2088888888888889,0.03847953216374269,0.003992015968063872
CCL21,CCR7,4,8,0.44041450777202074,0.0872093023255814,0.03840824195686227,0.001996007984031936
IL6,IL6R,9,5,0.16428571428571428,0.23357664233576642,0.0383733055265902,0.029940119760479042
CCL19,CCR7,2,5,0.23880597014925373,0.16058394160583941,0.03834840396557359,0.001996007984031936
CCL19,CCR7,2,4,0.23880597014925373,0.15803108808290156,0.037738767303379474,0.003992015968063872
WNT7B,FZD1,4,9,0.14248704663212436,0.2642857142857143,0.03765729089563287,0.005988023952095809
WNT7B,FZD1,3,8,0.07675438596491228,0.4883720930232558,0.03748470012239902,0.001996007984031936
CCL21,CCR7,5,3,0.19343065693430658,0.19298245614035087,0.037328723268024076,0.001996007984031936
CCL21,CCR7,8,3,0.19186046511627908,0.19298245614035087,0.03702570379436965,0.001996007984031936
CCL19,CCR7,8,8,0.42441860465116277,0.0872093023255814,0.03701325040562466,0.0499001996007984
CCL21,CCR7,4,1,0.44041450777202074,0.084,0.036994818652849745,0.001996007984031936
CD40LG,CD40,5,1,0.09854014598540146,0.372,0.03665693430656934,0.021956087824351298
IL6,IL6R,3,3,0.14912280701754385,0.24561403508771928,0.03662665435518621,0.007984031936127744
CD80,CTLA4,4,1,0.16062176165803108,0.228,0.036621761658031084,0.001996007984031936
WNT5A,FZD5,5,7,0.3357664233576642,0.10880829015544041,0.03653417041715517,0.023952095808383235
CD80,CTLA4,3,1,0.1600877192982456,0.228,0.0365,0.001996007984031936
CD40LG,CD40,7,4,0.06217616580310881,0.5777202072538861,0.035920427394024006,0.03992015968063872
CD80,CD28,4,5,0.16062176165803108,0.22262773722627738,0.0357588593472259,0.001996007984031936
CCL19,CCR7,8,1,0.42441860465116277,0.084,0.035651162790697674,0.017964071856287425
CD80,CD28,3,5,0.1600877192982456,0.22262773722627738,0.035639966705083875,0.001996007984031936
WNT7B,FZD1,5,10,0.20437956204379562,0.17391304347826086,0.035544271659790544,0.04790419161676647
IL15,IL15RA,4,4,0.2979274611398964,0.11917098445595854,0.03550430884050578,0.001996007984031936
WNT7B,FZD1,4,6,0.14248704663212436,0.24888888888888888,0.03546344271732873,0.007984031936127744
WNT5A,FZD5,4,7,0.3238341968911917,0.10880829015544041,0.035235845257590805,0.017964071856287425
IL6,IL6R,3,5,0.14912280701754385,0.23357664233576642,0.034831604558842356,0.013972055888223553
IL6,IL6R,1,6,0.09,0.38666666666666666,0.0348,0.023952095808383235
CXCL13,CXCR5,9,10,0.4,0.08695652173913043,0.034782608695652174,0.015968063872255488
IL15,IL15RA,4,8,0.2979274611398964,0.11627906976744186,0.034642728039522834,0.001996007984031936
CXCL13,CXCR5,1,1,0.66,0.052,0.03432,0.001996007984031936
CXCL13,CXCR5,3,10,0.39035087719298245,0.08695652173913043,0.033943554538520215,0.00998003992015968
IL6,IL6R,5,3,0.13503649635036497,0.24561403508771928,0.03316685875272122,0.03792415169660679
CCL21,CCR7,9,8,0.37857142857142856,0.0872093023255814,0.03301495016611296,0.005988023952095809
WNT5A,FZD5,5,2,0.3357664233576642,0.09808102345415778,0.032932314444461736,0.033932135728542916
IL15,IL15RA,9,5,0.40714285714285714,0.08029197080291971,0.032690302398331594,0.001996007984031936
C5,C5AR1,6,4,0.1111111111111111,0.29015544041450775,0.03223949337938975,0.013972055888223553
IL15,IL15RA,9,3,0.40714285714285714,0.07894736842105263,0.03214285714285714,0.001996007984031936
IL6,IL6R,3,8,0.14912280701754385,0.21511627906976744,0.03207874337005304,0.04590818363273453
CD80,CD28,5,4,0.10948905109489052,0.2927461139896373,0.03205249423244204,0.001996007984031936
CCL21,CCR7,4,10,0.44041450777202074,0.07246376811594203,0.03191409476608846,0.01996007984031936
CCL21,CCR7,9,1,0.37857142857142856,0.084,0.0318,0.005988023952095809
WNT5A,FZD5,4,2,0.3238341968911917,0.09808102345415778,0.03176198946054332,0.041916167664670656
CCL19,CCR7,5,1,0.3759124087591241,0.084,0.031576642335766424,0.03792415169660679
C5,C5AR1,9,1,0.15714285714285714,0.2,0.03142857142857143,0.029940119760479042
C5,C5AR1,5,2,0.23722627737226276,0.13219616204690832,0.031360403405288464,0.013972055888223553
WNT7B,FZD1,1,4,0.042,0.7409326424870466,0.03111917098445596,0.00998003992015968
CCL21,CCR7,5,5,0.19343065693430658,0.16058394160583941,0.031061857317917847,0.001996007984031936
CD80,CD28,9,1,0.29285714285714287,0.106,0.031042857142857143,0.001996007984031936
CCL21,CCR7,8,5,0.19186046511627908,0.16058394160583941,0.03080970972670175,0.003992015968063872
CCL21,CCR7,10,3,0.15942028985507245,0.19298245614035087,0.030765319094838543,0.023952095808383235
