ligand,receptor,source,target,ligand_expr,receptor_expr,score,pvalue
SELE,CD44,4,9,0.23575129533678757,2.5214285714285714,0.5944300518134715,0.001996007984031936
PDGFB,PDGFRB,4,10,0.7849740932642487,0.7536231884057971,0.5915746789817526,0.001996007984031936
CXCL9,CXCR3,8,3,3.686046511627907,0.1600877192982456,0.5900907792737657,0.001996007984031936
PDGFB,PDGFRB,8,5,0.9302325581395349,0.6240875912408759,0.5805465965031403,0.001996007984031936
HGF,MET,9,9,0.35,1.6571428571428573,0.58,0.001996007984031936
PDGFB,PDGFRB,4,9,0.7849740932642487,0.7357142857142858,0.5775166543301259,0.001996007984031936
CXCL10,CXCR3,1,4,4.518,0.12694300518134716,0.5735284974093264,0.001996007984031936
HGF,MET,4,4,0.4119170984455959,1.3756476683937824,0.5666527960482161,0.001996007984031936
ICAM1,ITGAL,4,3,0.8860103626943006,0.6337719298245614,0.5615284974093264,0.001996007984031936
EGF,EGFR,5,8,1.3576642335766422,0.4127906976744186,0.560431166185707,0.001996007984031936
PDGFB,PDGFRB,8,7,0.9302325581395349,0.6010362694300518,0.5591035064465598,0.001996007984031936
ANGPT1,TEK,5,4,0.5145985401459854,1.077720207253886,0.5545932453386786,0.001996007984031936
ANGPT1,TEK,4,5,0.7746113989637305,0.7153284671532847,0.5541015846601868,0.001996007984031936
EGF,EGFR,4,2,1.9378238341968912,0.2857142857142857,0.5536639526276832,0.001996007984031936
EGF,EGFR,4,7,1.9378238341968912,0.2849740932642487,0.5522295900561089,0.001996007984031936
CXCL10,CXCR3,9,9,5.9071428571428575,0.09285714285714286,0.5485204081632653,0.001996007984031936
CXCL10,CXCR3,1,1,4.518,0.12,0.54216,0.001996007984031936
TGFB1,TGFBR1,1,1,0.48,1.126,0.54048,0.001996007984031936
CXCL9,CXCR3,9,5,9.228571428571428,0.058394160583941604,0.5388946819603754,0.001996007984031936
EGF,EGFR,6,1,1.008888888888889,0.534,0.5387466666666667,0.001996007984031936
BMP7,BMPR2,8,4,0.23255813953488372,2.3108808290155443,0.5374141462826847,0.001996007984031936
CXCL9,CXCR3,9,8,9.228571428571428,0.05813953488372093,0.5365448504983388,0.001996007984031936
CD34,SELL,9,3,0.5642857142857143,0.9407894736842105,0.530874060150376,0.001996007984031936
PDGFB,PDGFRB,9,4,0.30714285714285716,1.7279792746113989,0.5307364914877868,0.001996007984031936
ICAM1,ITGAL,8,8,1.2267441860465116,0.43023255813953487,0.5277852893455922,0.001996007984031936
CCL5,CCR5,1,3,3.202,0.16447368421052633,0.5266447368421053,0.001996007984031936
EGF,EGFR,5,5,1.3576642335766422,0.38686131386861317,0.5252277691938835,0.001996007984031936
PDGFB,PDGFRB,4,2,0.7849740932642487,0.6609808102345416,0.5188528121789278,0.001996007984031936
BMP7,BMPR2,4,4,0.22279792746113988,2.3108808290155443,0.5148594593143441,0.001996007984031936
EGF,EGFR,5,9,1.3576642335766422,0.37857142857142856,0.5139728884254431,0.001996007984031936
ANGPT1,TEK,4,9,0.7746113989637305,0.6571428571428571,0.5090303478904515,0.001996007984031936
IL1B,IL1R1,9,4,0.36428571428571427,1.3937823834196892,0.5077350111028868,0.001996007984031936
CCL5,CCR5,1,4,3.202,0.15803108808290156,0.5060155440414508,0.001996007984031936
CCL5,CCR5,9,9,1.3714285714285714,0.36428571428571427,0.4995918367346939,0.001996007984031936
PDGFB,PDGFRB,3,4,0.28728070175438597,1.7279792746113989,0.4964150986273975,0.001996007984031936
PDGFB,PDGFRB,4,5,0.7849740932642487,0.6240875912408759,0.4898925910517756,0.001996007984031936
TNF,TNFRSF1A,4,9,0.18911917098445596,2.557142857142857,0.48360473723168024,0.001996007984031936
HGF,MET,9,4,0.35,1.3756476683937824,0.4814766839378238,0.001996007984031936
IFNG,IFNGR1,9,4,0.3,1.5984455958549222,0.4795336787564766,0.001996007984031936
CXCL9,CXCR3,9,7,9.228571428571428,0.05181347150259067,0.47816432272390813,0.001996007984031936
PDGFB,PDGFRB,4,7,0.7849740932642487,0.6010362694300518,0.4717979006147816,0.001996007984031936
ICAM1,ITGAL,3,9,0.5241228070175439,0.9,0.4717105263157895,0.001996007984031936
CD34,SELL,5,3,0.5,0.9407894736842105,0.47039473684210525,0.001996007984031936
TGFB1,TGFBR1,9,4,0.3,1.5647668393782384,0.46943005181347147,0.001996007984031936
CXCL9,CXCR3,8,4,3.686046511627907,0.12694300518134716,0.467917821424268,0.001996007984031936
CD34,SELL,4,5,1.349740932642487,0.34306569343065696,0.46304980900873643,0.001996007984031936
ICAM1,ITGAL,3,1,0.5241228070175439,0.88,0.4612280701754386,0.001996007984031936
PDGFA,PDGFRA,5,4,0.291970802919708,1.5647668393782384,0.45686623047539804,0.001996007984031936
CXCL11,CXCR3,1,3,2.85,0.1600877192982456,0.45625,0.001996007984031936
CD86,CD28,9,9,0.6642857142857143,0.6857142857142857,0.4555102040816326,0.001996007984031936
IL1B,IL1R1,9,9,0.36428571428571427,1.25,0.45535714285714285,0.001996007984031936
TNF,TNFRSF1A,9,8,0.29285714285714287,1.552325581395349,0.45460963455149506,0.001996007984031936
HGF,MET,4,1,0.4119170984455959,1.098,0.4522849740932643,0.001996007984031936
ICAM1,ITGAL,9,2,1.9071428571428573,0.23667377398720682,0.45137069753274445,0.001996007984031936
CD34,SELL,8,2,2.197674418604651,0.2046908315565032,0.4498438042346407,0.001996007984031936
TGFB1,TGFBR1,8,4,0.28488372093023256,1.5647668393782384,0.4457765995903121,0.001996007984031936
PDGFB,PDGFRB,6,4,0.2577777777777778,1.7279792746113989,0.4454346574553828,0.001996007984031936
CD34,SELL,9,9,0.5642857142857143,0.7857142857142857,0.4433673469387755,0.001996007984031936
CD86,CD28,1,9,0.646,0.6857142857142857,0.44297142857142857,0.001996007984031936
CXCL9,CXCR3,8,1,3.686046511627907,0.12,0.44232558139534883,0.001996007984031936
TGFB1,TGFBR1,9,9,0.3,1.4714285714285715,0.44142857142857145,0.001996007984031936
EGF,EGFR,4,6,1.9378238341968912,0.2222222222222222,0.43062751871042027,0.001996007984031936
EGF,EGFR,9,4,0.4642857142857143,0.927461139896373,0.43060695780903036,0.003992015968063872
PDGFB,PDGFRB,7,4,0.24870466321243523,1.7279792746113989,0.4297565035302961,0.007984031936127744
PDGFB,PDGFRB,2,4,0.24733475479744135,1.7279792746113989,0.4273893301810709,0.001996007984031936
ANGPT1,TEK,8,8,0.28488372093023256,1.494186046511628,0.4256692806922661,0.001996007984031936
SELE,CD44,9,8,0.4714285714285714,0.9011627906976745,0.42483388704318936,0.001996007984031936
CXCL10,CXCR3,1,9,4.518,0.09285714285714286,0.4195285714285714,0.001996007984031936
TGFB1,TGFBR1,8,9,0.28488372093023256,1.4714285714285715,0.41918604651162794,0.001996007984031936
CD34,SELL,9,1,0.5642857142857143,0.74,0.41757142857142854,0.001996007984031936
EGF,EGFR,6,8,1.008888888888889,0.4127906976744186,0.4164599483204135,0.003992015968063872
CD34,SELL,6,3,0.44,0.9407894736842105,0.4139473684210526,0.001996007984031936
CD34,SELL,2,3,0.43710021321961623,0.9407894736842105,0.41121927954213894,0.001996007984031936
TNF,TNFRSF1A,4,4,0.18911917098445596,2.1632124352331608,0.4091049424145615,0.001996007984031936
BMP7,BMPR2,5,4,0.17518248175182483,2.3108808290155443,0.40482583865965743,0.001996007984031936
PDGFB,PDGFRB,1,1,0.468,0.864,0.40435200000000004,0.005988023952095809
IFNG,IFNGR1,4,9,0.18134715025906736,2.2285714285714286,0.4041450777202073,0.001996007984031936
ICAM1,ITGAL,1,8,0.938,0.43023255813953487,0.4035581395348837,0.001996007984031936
CCL5,CCR5,3,3,2.4473684210526314,0.16447368421052633,0.40252770083102496,0.001996007984031936
CXCL9,CXCR3,1,3,2.486,0.1600877192982456,0.3979780701754386,0.001996007984031936
ICAM1,ITGAL,8,4,1.2267441860465116,0.32124352331606215,0.3940836245330762,0.001996007984031936
TNF,TNFRSF1A,4,1,0.18911917098445596,2.078,0.39298963730569947,0.001996007984031936
CD34,SELL,5,9,0.5,0.7857142857142857,0.39285714285714285,0.001996007984031936
EGF,EGFR,6,5,1.008888888888889,0.38686131386861317,0.39030008110300085,0.001996007984031936
SELE,CD44,4,1,0.23575129533678757,1.654,0.3899326424870466,0.001996007984031936
BMP7,BMPR2,8,8,0.23255813953488372,1.6686046511627908,0.3880475932936723,0.001996007984031936
EGF,EGFR,5,2,1.3576642335766422,0.2857142857142857,0.3879040667361835,0.001996007984031936
EGF,EGFR,5,7,1.3576642335766422,0.2849740932642487,0.38689913392080477,0.001996007984031936
CCL5,CCR5,3,4,2.4473684210526314,0.15803108808290156,0.3867602945186801,0.001996007984031936
FGF2,FGFR1,10,4,0.2898550724637681,1.33419689119171,0.38672373657730724,0.001996007984031936
HGF,MET,9,1,0.35,1.098,0.38430000000000003,0.001996007984031936
EGF,EGFR,6,9,1.008888888888889,0.37857142857142856,0.38193650793650796,0.003992015968063872
SELE,CD44,3,9,0.1513157894736842,2.5214285714285714,0.381531954887218,0.001996007984031936
ICAM1,ITGAL,4,8,0.8860103626943006,0.43023255813953487,0.38119050488010603,0.001996007984031936
PDGFA,PDGFRA,9,4,0.24285714285714285,1.5647668393782384,0.3800148038490007,0.001996007984031936
EGF,EGFR,4,3,1.9378238341968912,0.19298245614035087,0.3739660030906281,0.001996007984031936
TNF,TNFRSF1A,5,9,0.145985401459854,2.557142857142857,0.37330552659019806,0.001996007984031936
BMP7,BMPR2,4,8,0.22279792746113988,1.6686046511627908,0.37176165803108807,0.001996007984031936
CD34,SELL,5,1,0.5,0.74,0.37,0.001996007984031936
CXCL9,CXCR3,9,6,9.228571428571428,0.04,0.3691428571428571,0.001996007984031936
CD34,SELL,4,8,1.349740932642487,0.27325581395348836,0.3688245571755633,0.001996007984031936
ANGPT1,TEK,5,5,0.5145985401459854,0.7153284671532847,0.36810698492194577,0.001996007984031936
TGFB1,TGFBR1,3,4,0.23464912280701755,1.5647668393782384,0.367171166257613,0.001996007984031936
CXCL11,CXCR3,1,4,2.85,0.12694300518134716,0.36178756476683943,0.001996007984031936
IFNG,IFNGR1,5,9,0.16058394160583941,2.2285714285714286,0.35787278415015644,0.001996007984031936
CD34,SELL,10,3,0.37681159420289856,0.9407894736842105,0.35450038138825324,0.03592814371257485
IFNG,IFNGR1,1,9,0.158,2.2285714285714286,0.3521142857142857,0.001996007984031936
CXCL10,CXCR3,8,3,2.1802325581395348,0.1600877192982456,0.3490284577723378,0.001996007984031936
CD34,SELL,6,9,0.44,0.7857142857142857,0.3457142857142857,0.017964071856287425
TGFB1,TGFBR1,3,9,0.23464912280701755,1.4714285714285715,0.3452694235588973,0.001996007984031936
CXCL10,CXCR3,9,5,5.9071428571428575,0.058394160583941604,0.34494264859228363,0.001996007984031936
CXCL10,CXCR3,9,8,5.9071428571428575,0.05813953488372093,0.3434385382059801,0.001996007984031936
CD34,SELL,2,9,0.43710021321961623,0.7857142857142857,0.34343588181541274,0.007984031936127744
TNF,TNFRSF1B,9,9,0.29285714285714287,1.1714285714285715,0.343061224489796,0.001996007984031936
CXCL9,CXCR3,8,9,3.686046511627907,0.09285714285714286,0.34227574750830564,0.001996007984031936
CXCL11,CXCR3,1,1,2.85,0.12,0.34199999999999997,0.001996007984031936
ANGPT1,TEK,9,8,0.22857142857142856,1.494186046511628,0.3415282392026578,0.001996007984031936
FGF2,FGFR1,5,8,0.46715328467153283,0.7267441860465116,0.33950093362756745,0.001996007984031936
ICAM1,ITGAL,9,6,1.9071428571428573,0.17777777777777778,0.3390476190476191,0.001996007984031936
CCL5,CCR5,1,5,3.202,0.10583941605839416,0.3388978102189781,0.001996007984031936
ANGPT1,TEK,5,9,0.5145985401459854,0.6571428571428571,0.33816475495307613,0.001996007984031936
TGFB1,TGFBR1,9,1,0.3,1.126,0.33779999999999993,0.001996007984031936
CCL5,CCR5,8,9,0.9186046511627907,0.36428571428571427,0.3346345514950166,0.001996007984031936
CD40LG,CD40,4,9,0.24093264248704663,1.3857142857142857,0.3338638045891932,0.001996007984031936
HGF,MET,5,9,0.20072992700729927,1.6571428571428573,0.3326381647549531,0.001996007984031936
ICAM1,ITGAL,3,3,0.5241228070175439,0.6337719298245614,0.33217432286857496,0.001996007984031936
FGF2,FGFR1,4,8,0.45595854922279794,0.7267441860465116,0.3313652247258706,0.001996007984031936
TNF,TNFRSF1A,9,3,0.29285714285714287,1.1271929824561404,0.33010651629072685,0.001996007984031936
PDGFA,PDGFRA,8,9,0.5,0.6571428571428571,0.32857142857142857,0.001996007984031936
CD34,SELL,7,3,0.3471502590673575,0.9407894736842105,0.32659530951731663,0.011976047904191617
CXCL11,CXCR3,9,3,2.0357142857142856,0.1600877192982456,0.3258928571428571,0.001996007984031936
CD34,SELL,6,1,0.44,0.74,0.3256,0.007984031936127744
IL18,IL18R1,4,4,1.3316062176165804,0.24352331606217617,0.3242771618030014,0.001996007984031936
CD34,SELL,2,1,0.43710021321961623,0.74,0.323454157782516,0.001996007984031936
CCL2,CCR2,9,9,1.0285714285714285,0.3142857142857143,0.3232653061224489,0.001996007984031936
CCL2,CCR2,4,9,1.0233160621761659,0.3142857142857143,0.3216136195410807,0.001996007984031936
TGFB1,TGFBR1,8,1,0.28488372093023256,1.126,0.32077906976744186,0.001996007984031936
CCL2,CCR2,9,3,1.0285714285714285,0.31140350877192985,0.32030075187969925,0.001996007984031936
CCL2,CCR2,4,3,1.0233160621761659,0.31140350877192985,0.3186642123443324,0.001996007984031936
CD40LG,CD40,9,9,0.22857142857142856,1.3857142857142857,0.316734693877551,0.001996007984031936
TGFB1,TGFBR1,4,4,0.20207253886010362,1.5647668393782384,0.3161964079572606,0.001996007984031936
TNF,TNFRSF1A,5,4,0.145985401459854,2.1632124352331608,0.3157974358004614,0.001996007984031936
CD34,SELL,3,3,0.3355263157894737,0.9407894736842105,0.31565962603878117,0.001996007984031936
CXCL9,CXCR3,1,4,2.486,0.12694300518134716,0.31558031088082905,0.001996007984031936
EGF,EGFR,8,4,0.3372093023255814,0.927461139896373,0.3127485239185444,0.031936127744510975
CD274,PDCD1,9,1,0.7714285714285715,0.402,0.31011428571428573,0.001996007984031936
ANGPT1,TEK,8,4,0.28488372093023256,1.077720207253886,0.30702494276418846,0.001996007984031936
CXCL10,CXCR3,9,7,5.9071428571428575,0.05181347150259067,0.3060695780903035,0.001996007984031936
FGF2,FGFR1,9,4,0.22857142857142856,1.33419689119171,0.30495928941524797,0.001996007984031936
ANGPT1,TEK,3,8,0.20394736842105263,1.494186046511628,0.30473531211750304,0.001996007984031936
TNF,TNFRSF1A,5,1,0.145985401459854,2.078,0.3033576642335766,0.001996007984031936
FGF2,FGFR1,8,4,0.22674418604651161,1.33419689119171,0.3025213881190505,0.001996007984031936
ANGPT1,TEK,1,8,0.202,1.494186046511628,0.3018255813953489,0.001996007984031936
EGF,EGFR,5,6,1.3576642335766422,0.2222222222222222,0.3017031630170316,0.015968063872255488
SELE,CD44,4,3,0.23575129533678757,1.2785087719298245,0.30141009908190164,0.001996007984031936
ICAM1,ITGAL,1,4,0.938,0.32124352331606215,0.3013264248704663,0.003992015968063872
BMP7,BMPR2,8,9,0.23255813953488372,1.292857142857143,0.30066445182724255,0.001996007984031936
FGF2,FGFR1,5,9,0.46715328467153283,0.6428571428571429,0.30031282586027114,0.001996007984031936
SELE,CD44,4,4,0.23575129533678757,1.2720207253886011,0.29988053370560286,0.001996007984031936
CXCL9,CXCR3,1,1,2.486,0.12,0.29832000000000003,0.001996007984031936
TNF,TNFRSF1A,8,9,0.11627906976744186,2.557142857142857,0.29734219269102985,0.001996007984031936
TGFB1,TGFBR1,4,9,0.20207253886010362,1.4714285714285715,0.2973353071798668,0.001996007984031936
PDGFA,PDGFRA,1,4,0.19,1.5647668393782384,0.2973056994818653,0.001996007984031936
BMP7,BMPR2,9,4,0.12857142857142856,2.3108808290155443,0.2971132494448557,0.001996007984031936
ICAM1,ITGAL,2,9,0.326226012793177,0.9,0.29360341151385927,0.023952095808383235
TNF,TNFRSF1A,4,8,0.18911917098445596,1.552325581395349,0.293574527051452,0.001996007984031936
SELE,CD44,8,9,0.11627906976744186,2.5214285714285714,0.2931893687707641,0.001996007984031936
FGF2,FGFR1,4,9,0.45595854922279794,0.6428571428571429,0.29311621021465584,0.001996007984031936
FGF2,FGFR1,3,4,0.21929824561403508,1.33419689119171,0.29258703754204163,0.001996007984031936
BMP7,BMPR2,5,8,0.17518248175182483,1.6686046511627908,0.2923103038533356,0.001996007984031936
ICAM1,ITGAL,8,2,1.2267441860465116,0.23667377398720682,0.29033817622849206,0.011976047904191617
IFNG,IFNGR1,4,4,0.18134715025906736,1.5984455958549222,0.28987355365244705,0.001996007984031936
CD274,PDCD1,9,3,0.7714285714285715,0.375,0.2892857142857143,0.001996007984031936
EGF,EGFR,6,2,1.008888888888889,0.2857142857142857,0.28825396825396826,0.03592814371257485
BMP7,BMPR2,4,9,0.22279792746113988,1.292857142857143,0.2880458919319023,0.001996007984031936
EGF,EGFR,6,7,1.008888888888889,0.2849740932642487,0.2875071963154865,0.03592814371257485
ICAM1,ITGAL,2,1,0.326226012793177,0.88,0.28707889125799574,0.001996007984031936
ANGPT1,TEK,6,8,0.19111111111111112,1.494186046511628,0.28555555555555556,0.001996007984031936
IL1B,IL1R1,4,4,0.20466321243523317,1.3937823834196892,0.2852559800263095,0.001996007984031936
FGF2,FGFR1,5,1,0.46715328467153283,0.61,0.284963503649635,0.001996007984031936
ICAM1,ITGAL,4,4,0.8860103626943006,0.32124352331606215,0.28462509060645924,0.011976047904191617
IFNG,IFNGR1,3,9,0.12719298245614036,2.2285714285714286,0.28345864661654135,0.001996007984031936
CCL5,CCR5,1,1,3.202,0.088,0.28177599999999997,0.001996007984031936
ANGPT1,TEK,10,8,0.18840579710144928,1.494186046511628,0.2815133131108864,0.001996007984031936
SELE,CD44,9,5,0.4714285714285714,0.5948905109489051,0.28044838373305525,0.001996007984031936
HGF,MET,4,5,0.4119170984455959,0.6788321167883211,0.2796225558791271,0.001996007984031936
PDGFA,PDGFRA,4,9,0.42487046632124353,0.6571428571428571,0.27920059215396004,0.001996007984031936
FGF2,FGFR1,4,1,0.45595854922279794,0.61,0.27813471502590675,0.001996007984031936
ICAM1,ITGAL,6,1,0.31555555555555553,0.88,0.2776888888888889,0.015968063872255488
CXCL10,CXCR3,8,4,2.1802325581395348,0.12694300518134716,0.27676527292444875,0.001996007984031936
HGF,MET,5,4,0.20072992700729927,1.3756476683937824,0.2761336560644454,0.001996007984031936
CXCL9,CXCR3,9,2,9.228571428571428,0.029850746268656716,0.27547974413646054,0.001996007984031936
ICAM1,ITGAL,5,1,0.3102189781021898,0.88,0.27299270072992704,0.013972055888223553
CCL2,CCR2,9,4,1.0285714285714285,0.26424870466321243,0.2717986676535899,0.001996007984031936
CCL2,CCR2,4,4,1.0233160621761659,0.26424870466321243,0.27040994389111117,0.001996007984031936
TNF,TNFRSF1A,9,5,0.29285714285714287,0.9197080291970803,0.26934306569343064,0.001996007984031936
CCL5,CCR5,4,9,0.7383419689119171,0.36428571428571427,0.2689674315321983,0.001996007984031936
EGF,EGFR,2,4,0.2899786780383795,0.927461139896373,0.2689439552791188,0.011976047904191617
FGF2,FGFR1,5,5,0.46715328467153283,0.572992700729927,0.26767542223879803,0.001996007984031936
CXCL9,CXCR3,9,10,9.228571428571428,0.028985507246376812,0.2674948240165631,0.005988023952095809
CXCL11,CXCR3,1,9,2.85,0.09285714285714286,0.2646428571428572,0.001996007984031936
TGFB1,TGFBR1,3,1,0.23464912280701755,1.126,0.26421491228070176,0.001996007984031936
CXCL10,CXCR3,1,5,4.518,0.058394160583941604,0.26382481751824816,0.001996007984031936
CXCL10,CXCR3,1,8,4.518,0.05813953488372093,0.2626744186046511,0.001996007984031936
CXCL10,CXCR3,8,1,2.1802325581395348,0.12,0.26162790697674415,0.001996007984031936
FGF2,FGFR1,4,5,0.45595854922279794,0.572992700729927,0.2612609205400704,0.001996007984031936
CCL5,CCR5,3,5,2.4473684210526314,0.10583941605839416,0.2590280445639646,0.001996007984031936
CXCL11,CXCR3,9,4,2.0357142857142856,0.12694300518134716,0.25841968911917096,0.001996007984031936
CD86,CD28,3,9,0.375,0.6857142857142857,0.2571428571428571,0.001996007984031936
IFNG,IFNGR1,5,4,0.16058394160583941,1.5984455958549222,0.256684694224878,0.001996007984031936
IL1B,IL1R1,4,9,0.20466321243523317,1.25,0.25582901554404147,0.001996007984031936
IL18,IL18R1,9,4,1.042857142857143,0.24352331606217617,0.25396002960769803,0.001996007984031936
HGF,MET,4,3,0.4119170984455959,0.6162280701754386,0.2538348786473957,0.001996007984031936
BMP4,BMPR1A,4,4,0.30310880829015546,0.8367875647668394,0.253637681548498,0.001996007984031936
IFNG,IFNGR1,1,4,0.158,1.5984455958549222,0.2525544041450777,0.001996007984031936
TNF,TNFRSF1A,8,4,0.11627906976744186,2.1632124352331608,0.2515363296782745,0.001996007984031936
SELE,CD44,3,1,0.1513157894736842,1.654,0.2502763157894737,0.001996007984031936
IL1B,IL1R1,5,4,0.17883211678832117,1.3937823834196892,0.2492530539692145,0.001996007984031936
BMP7,BMPR2,8,5,0.23255813953488372,1.0656934306569343,0.24783568154812427,0.001996007984031936
ANGPT1,TEK,9,4,0.22857142857142856,1.077720207253886,0.24633604737231682,0.001996007984031936
TNF,TNFRSF1A,9,2,0.29285714285714287,0.8400852878464818,0.24602497715504112,0.001996007984031936
IL1B,IL1R1,3,4,0.17543859649122806,1.3937823834196892,0.24452322516134897,0.001996007984031936
CXCL11,CXCR3,9,1,2.0357142857142856,0.12,0.24428571428571427,0.001996007984031936
TNF,TNFRSF1A,8,1,0.11627906976744186,2.078,0.24162790697674416,0.001996007984031936
ANGPT1,TEK,7,8,0.16062176165803108,1.494186046511628,0.23999879503554644,0.001996007984031936
PDGFA,PDGFRA,8,8,0.5,0.47674418604651164,0.23837209302325582,0.001996007984031936
HGF,MET,9,5,0.35,0.6788321167883211,0.23759124087591238,0.001996007984031936
BMP7,BMPR2,4,5,0.22279792746113988,1.0656934306569343,0.23743428765931696,0.001996007984031936
PDGFA,PDGFRA,2,4,0.1513859275053305,1.5647668393782384,0.23688367930885912,0.001996007984031936
CXCL10,CXCR3,9,6,5.9071428571428575,0.04,0.2362857142857143,0.00998003992015968
PDGFA,PDGFRA,8,5,0.5,0.4708029197080292,0.2354014598540146,0.001996007984031936
CXCL10,CXCR3,1,7,4.518,0.05181347150259067,0.23409326424870464,0.001996007984031936
CCL2,CCR2,9,5,1.0285714285714285,0.22627737226277372,0.2327424400417101,0.001996007984031936
CCL5,CCR5,1,7,3.202,0.07253886010362694,0.23226943005181344,0.001996007984031936
SELE,CD44,9,2,0.4714285714285714,0.4925373134328358,0.2321961620469083,0.001996007984031936
TNF,TNFRSF1A,9,6,0.29285714285714287,0.7911111111111111,0.23168253968253968,0.003992015968063872
CCL2,CCR2,4,5,1.0233160621761659,0.22627737226277372,0.231553269543512,0.001996007984031936
CXCL9,CXCR3,1,9,2.486,0.09285714285714286,0.23084285714285718,0.005988023952095809
TGFB1,TGFBR1,4,1,0.20207253886010362,1.126,0.22753367875647665,0.001996007984031936
TNF,TNFRSF1A,5,8,0.145985401459854,1.552325581395349,0.22661687319640128,0.001996007984031936
BMP7,BMPR2,5,9,0.17518248175182483,1.292857142857143,0.22648592283628782,0.001996007984031936
CCL5,CCR5,9,3,1.3714285714285714,0.16447368421052633,0.2255639097744361,0.001996007984031936
BMP4,BMPR1A,8,4,0.26744186046511625,0.8367875647668394,0.22379202313531749,0.001996007984031936
IL1B,IL1R1,5,9,0.17883211678832117,1.25,0.22354014598540145,0.001996007984031936
TNF,TNFRSF1B,9,1,0.29285714285714287,0.758,0.2219857142857143,0.001996007984031936
TNF,TNFRSF1B,4,9,0.18911917098445596,1.1714285714285715,0.221539600296077,0.001996007984031936
FGF2,FGFR1,1,4,0.166,1.33419689119171,0.22147668393782385,0.001996007984031936
HGF,MET,5,1,0.20072992700729927,1.098,0.22040145985401463,0.001996007984031936
ANGPT1,TEK,3,4,0.20394736842105263,1.077720207253886,0.2197982001636215,0.001996007984031936
IL1B,IL1R1,3,9,0.17543859649122806,1.25,0.21929824561403508,0.001996007984031936
IL1B,IL1R1,8,4,0.1569767441860465,1.3937823834196892,0.21879142065309073,0.001996007984031936
BMP7,BMPR2,8,1,0.23255813953488372,0.94,0.21860465116279068,0.001996007984031936
ANGPT1,TEK,1,4,0.202,1.077720207253886,0.217699481865285,0.001996007984031936
ANGPT1,TEK,4,6,0.7746113989637305,0.28,0.21689119170984458,0.001996007984031936
CCL5,CCR5,9,4,1.3714285714285714,0.15803108808290156,0.21672834937083643,0.001996007984031936
HGF,MET,9,3,0.35,0.6162280701754386,0.2156798245614035,0.001996007984031936
TGFB1,TGFBR1,1,6,0.48,0.4488888888888889,0.21546666666666667,0.001996007984031936
CCL5,CCR5,3,1,2.4473684210526314,0.088,0.21536842105263154,0.001996007984031936
CXCL9,CXCR3,8,5,3.686046511627907,0.058394160583941604,0.21524359191987777,0.001996007984031936
BMP7,BMPR2,9,8,0.12857142857142856,1.6686046511627908,0.21453488372093021,0.001996007984031936
CXCL9,CXCR3,8,8,3.686046511627907,0.05813953488372093,0.21430502974580853,0.003992015968063872
TNF,TNFRSF1A,4,3,0.18911917098445596,1.1271929824561404,0.2131738023816017,0.001996007984031936
SELE,CD44,4,8,0.23575129533678757,0.9011627906976745,0.21245029521629114,0.001996007984031936
FGF2,FGFR1,10,8,0.2898550724637681,0.7267441860465116,0.2106504887091338,0.003992015968063872
IFNG,IFNGR1,9,5,0.3,0.7007299270072993,0.21021897810218979,0.001996007984031936
IL1B,IL1R1,9,5,0.36428571428571427,0.5766423357664233,0.2100625651720542,0.001996007984031936
BMP7,BMPR2,4,1,0.22279792746113988,0.94,0.2094300518134715,0.001996007984031936
CD274,PDCD1,9,9,0.7714285714285715,0.2714285714285714,0.2093877551020408,0.001996007984031936
TGFB1,TGFBR1,1,3,0.48,0.43201754385964913,0.20736842105263156,0.001996007984031936
ANGPT1,TEK,6,4,0.19111111111111112,1.077720207253886,0.20596430627518714,0.001996007984031936
TGFB1,TGFBR1,1,5,0.48,0.42700729927007297,0.20496350364963503,0.001996007984031936
PDGFA,PDGFRA,10,4,0.13043478260869565,1.5647668393782384,0.2041000225275963,0.001996007984031936
ANGPT1,TEK,8,5,0.28488372093023256,0.7153284671532847,0.2037854354099474,0.001996007984031936
IFNG,IFNGR1,3,4,0.12719298245614036,1.5984455958549222,0.20331106263066995,0.001996007984031936
FGF2,FGFR1,5,10,0.46715328467153283,0.43478260869565216,0.20311012377023166,0.003992015968063872
ANGPT1,TEK,10,4,0.18840579710144928,1.077720207253886,0.20304873470000753,0.011976047904191617
PDGFA,PDGFRA,4,8,0.42487046632124353,0.47674418604651164,0.2025545246415231,0.001996007984031936
CXCL10,CXCR3,8,9,2.1802325581395348,0.09285714285714286,0.2024501661129568,0.033932135728542916
IFNG,IFNGR1,9,8,0.3,0.6744186046511628,0.2023255813953488,0.001996007984031936
ANGPT1,TEK,4,10,0.7746113989637305,0.2608695652173913,0.20207253886010362,0.003992015968063872
CD80,CD28,9,9,0.29285714285714287,0.6857142857142857,0.20081632653061227,0.001996007984031936
PDGFA,PDGFRA,4,5,0.42487046632124353,0.4708029197080292,0.20003025604175334,0.001996007984031936
CXCL9,CXCR3,3,3,1.2456140350877194,0.1600877192982456,0.19940751000307788,0.001996007984031936
PDGFA,PDGFRA,3,4,0.12719298245614036,1.5647668393782384,0.19902736114898648,0.001996007984031936
CCL2,CCR2,3,9,0.631578947368421,0.3142857142857143,0.19849624060150375,0.001996007984031936
FGF2,FGFR1,4,10,0.45595854922279794,0.43478260869565216,0.198242847488173,0.001996007984031936
