ligand,receptor,source,target,ligand_expr_ctrl,receptor_expr_ctrl,score_ctrl,key,score_rej,ligand_expr_rej,receptor_expr_rej,log2FC
IL15,IL15RA,10,0,0.020833333333333332,0.03260869565217391,0.0006793478260869565,IL15_IL15RA_10_0,0.0012558869701726845,0.09523809523809523,0.013186813186813187,0.4257937123536745
C3,C3AR1,10,0,0.16666666666666666,0.043478260869565216,0.007246376811594202,C3_C3AR1_10_0,0.010047095761381476,0.2857142857142857,0.035164835164835165,0.4218348498930773
VCAM1,ITGA4,0,5,0.22826086956521738,0.20224719101123595,0.046165119687347336,VCAM1_ITGA4_0_5,0.06216640502354788,0.14505494505494507,0.42857142857142855,0.42143713803061433
CD34,SELL,5,4,0.50187265917603,0.41818181818181815,0.20987402110997616,CD34_SELL_5_4,0.2814113597246127,0.42857142857142855,0.6566265060240963,0.4214167493427472
CCL19,CCR7,4,0,0.35909090909090907,0.010869565217391304,0.003903162055335968,CCL19_CCR7_4_0,0.005560704355885079,0.3614457831325301,0.015384615384615385,0.42013826540629495
WNT7B,FZD1,10,2,0.020833333333333332,0.5,0.010416666666666666,WNT7B_FZD1_10_2,0.01427551748750892,0.047619047619047616,0.29978586723768735,0.4200797675867164
CD34,SELL,2,5,1.0,0.3258426966292135,0.3258426966292135,CD34_SELL_2_5,0.4346895074946467,0.4346895074946467,1.0,0.41470390972351123
TNF,TNFRSF1B,0,2,0.0,0.0,0.0,TNF_TNFRSF1B_0_2,0.00032943501894251357,0.002197802197802198,0.14989293361884368,0.410813261858622
TGFB1,TGFBR1,3,10,0.5,0.08333333333333333,0.041666666666666664,TGFB1_TGFBR1_3_10,0.055590518145584224,0.23348017621145375,0.23809523809523808,0.40745094247685076
CD34,SELL,6,5,1.0,0.3258426966292135,0.3258426966292135,CD34_SELL_6_5,0.43243243243243246,0.43243243243243246,1.0,0.4072106497563537
BMP4,BMPR1A,10,4,0.14583333333333334,1.0954545454545455,0.15975378787878788,BMP4_BMPR1A_10_4,0.21170395869191047,0.42857142857142855,0.4939759036144578,0.4039941514312815
CXCL9,CXCR3,5,0,0.10861423220973783,0.010869565217391304,0.0011805894805406285,CXCL9_CXCR3_5_0,0.0018838304552590266,0.14285714285714285,0.013186813186813187,0.4032681561958995
WNT7B,FZD1,10,3,0.020833333333333332,0.5,0.010416666666666666,WNT7B_FZD1_10_3,0.014054961191525068,0.047619047619047616,0.29515418502202645,0.39909750175565106
C5,C5AR1,3,10,0.5,0.020833333333333332,0.010416666666666666,C5_C5AR1_3_10,0.014054961191525068,0.14757709251101322,0.09523809523809523,0.39909750175565106
IL15,IL15RA,0,6,0.010869565217391304,0.0,0.0,IL15_IL15RA_0_6,0.0003168003168003168,0.008791208791208791,0.036036036036036036,0.3970365879607175
CTGF,ITGAV,10,6,0.8333333333333334,0.6666666666666666,0.5555555555555556,CTGF_ITGAV_10_6,0.7297297297297296,0.8571428571428571,0.8513513513513513,0.3928121995255285
CXCL12,CXCR4,4,4,8.077272727272728,0.39545454545454545,3.1941942148760334,CXCL12_CXCR4_4_4,4.180577732617216,7.228915662650603,0.5783132530120482,0.38814375611773516
VCAM1,ITGA4,6,5,2.3333333333333335,0.20224719101123595,0.4719101123595506,VCAM1_ITGA4_6_5,0.6177606177606177,1.4414414414414414,0.42857142857142855,0.3878153848911771
TGFB1,TGFBR2,0,0,0.010869565217391304,0.42391304347826086,0.004607750472589792,TGFB1_TGFBR2_0_0,0.006327738195870064,0.02197802197802198,0.2879120879120879,0.3859458046572421
FGF2,FGFR1,0,5,0.010869565217391304,0.5767790262172284,0.006269337241491613,FGF2_FGFR1_0_5,0.008477237048665619,0.01978021978021978,0.42857142857142855,0.3826426865091295
IL15,IL15RA,2,2,0.0,0.0,0.0,IL15_IL15RA_2_2,0.000302628743311217,0.01284796573875803,0.023554603854389723,0.38142596609902785
SELE,CD44,5,0,0.07116104868913857,0.10869565217391304,0.007734896596645497,SELE_CD44_5_0,0.010361067503924647,0.14285714285714285,0.07252747252747253,0.3792358693362856
CTGF,ITGAV,2,6,0.5,0.6666666666666666,0.3333333333333333,CTGF_ITGAV_2_6,0.43205625325539665,0.5074946466809421,0.8513513513513513,0.3732672405893625
CXCL10,CXCR3,0,0,0.03260869565217391,0.010869565217391304,0.0003544423440453686,CXCL10_CXCR3_0_0,0.0007535321821036106,0.05714285714285714,0.013186813186813187,0.37256492607889474
VCAM1,ITGA4,5,5,1.1760299625468165,0.20224719101123595,0.23784875647014264,VCAM1_ITGA4_5_5,0.30612244897959184,0.7142857142857143,0.42857142857142855,0.3627166036684083
CXCL12,CXCR4,3,3,1.5,1.0,1.5,CXCL12_CXCR4_3_3,1.9242174309612063,1.8237885462555066,1.0550660792951543,0.3590974137087678
CCL19,CCR7,5,4,0.37453183520599254,0.15,0.05617977528089888,CCL19_CCR7_5_4,0.07228915662650602,0.42857142857142855,0.1686746987951807,0.3580948125142787
VCAM1,ITGA4,4,4,6.8136363636363635,0.2818181818181818,1.9202066115702479,VCAM1_ITGA4_4_4,2.4535854260415153,4.379518072289157,0.5602409638554217,0.3534666986326062
CD80,CTLA4,4,5,0.18636363636363637,0.0749063670411985,0.013959822948586994,CD80_CTLA4_4_5,0.018072289156626505,0.12650602409638553,0.14285714285714285,0.35038491305615804
CXCL10,CXCR3,3,4,0.5,0.1590909090909091,0.07954545454545454,CXCL10_CXCR3_3_4,0.10161350246802185,1.2048458149779735,0.08433734939759036,0.34934550130838204
TNF,TNFRSF1A,0,0,0.0,0.09782608695652174,0.0,TNF_TNFRSF1A_0_0,0.0002704987320371936,0.002197802197802198,0.12307692307692308,0.345394935576576
IL2,IL2RA,6,2,0.0,0.0,0.0,IL2_IL2RA_6_2,0.0002700773578717904,0.03153153153153153,0.008565310492505354,0.3449163713432317
FGF2,FGFR1,0,3,0.010869565217391304,0.5,0.005434782608695652,FGF2_FGFR1_0_3,0.007145277629859127,0.01978021978021978,0.36123348017621143,0.34007246393573926
VCAM1,ITGA4,0,4,0.22826086956521738,0.2818181818181818,0.06432806324110671,VCAM1_ITGA4_0_4,0.08126572222957765,0.14505494505494507,0.5602409638554217,0.3325885568597056
IL18,IL18R1,6,0,0.0,0.043478260869565216,0.0,IL18_IL18R1_6_0,0.0002376002376002376,0.10810810810810811,0.002197802197802198,0.30754537887490263
TGFB1,TGFBR2,0,6,0.010869565217391304,2.3333333333333335,0.025362318840579712,TGFB1_TGFBR2_0_6,0.031482031482031485,0.02197802197802198,1.4324324324324325,0.3011645879842294
CXCL11,CXCR3,3,0,1.0,0.010869565217391304,0.010869565217391304,CXCL11_CXCR3_3_0,0.01362250084717045,1.0330396475770924,0.013186813186813187,0.30092298268719747
VCAM1,ITGA4,6,4,2.3333333333333335,0.2818181818181818,0.6575757575757576,VCAM1_ITGA4_6_4,0.8075545424943015,1.4414414414414414,0.5602409638554217,0.2959956898012794
CCL2,CCR2,2,10,0.5,0.041666666666666664,0.020833333333333332,CCL2_CCR2_2_10,0.02569593147751606,0.08993576017130621,0.2857142857142857,0.29008748263326695
IFNG,IFNGR1,5,0,0.15355805243445692,0.11956521739130435,0.018360201921511155,IFNG_IFNGR1_5_0,0.022605965463108318,0.42857142857142855,0.05274725274725275,0.28605748950146165
TNF,TNFRSF1A,5,0,0.14606741573033707,0.09782608695652174,0.014289203712750366,TNF_TNFRSF1A_5_0,0.017582417582417582,0.14285714285714285,0.12307692307692308,0.2814249386344519
SELE,CD44,4,4,0.2,1.3545454545454545,0.27090909090909093,SELE_CD44_4_4,0.32918420670634346,0.28313253012048195,1.1626506024096386,0.2801467285427806
CCL21,CCR7,4,10,0.4818181818181818,0.0625,0.030113636363636363,CCL21_CCR7_4_10,0.03671830177854274,0.3855421686746988,0.09523809523809523,0.2777177041220705
IL2,IL2RA,6,0,0.0,0.0,0.0,IL2_IL2RA_6_0,0.00020790020790020788,0.03153153153153153,0.006593406593406593,0.27250126963448695
IL15,IL15RA,0,2,0.010869565217391304,0.0,0.0,IL15_IL15RA_0_2,0.0002070734404781514,0.008791208791208791,0.023554603854389723,0.27151345487537376
VCAM1,ITGA4,5,4,1.1760299625468165,0.2818181818181818,0.33142662580864823,VCAM1_ITGA4_5_4,0.4001721170395869,0.7142857142857143,0.5602409638554217,0.271185396920166
IL2,IL2RA,0,3,0.010869565217391304,0.0,0.0,IL2_IL2RA_0_3,0.00020332090816672314,0.004395604395604396,0.046255506607929514,0.2670214395889644
TGFB1,TGFBR1,0,4,0.010869565217391304,1.8909090909090909,0.020553359683794466,TGFB1_TGFBR1_0_4,0.02489077187872369,0.02197802197802198,1.1325301204819278,0.26452520624955705
CD274,PDCD1,4,5,0.2863636363636364,0.1797752808988764,0.05148110316649643,CD274_PDCD1_4_5,0.06196213425129088,0.21686746987951808,0.2857142857142857,0.26268639915270037
CD86,CD28,0,0,0.03260869565217391,0.010869565217391304,0.0003544423440453686,CD86_CD28_0_0,0.0006182828160850139,0.035164835164835165,0.017582417582417582,0.2567647774788998
IL2,IL2RA,2,6,0.0,0.0,0.0,IL2_IL2RA_2_6,0.0001929123984798503,0.008565310492505354,0.02252252252252252,0.2544881026148492
CXCL13,CXCR5,6,0,0.0,0.010869565217391304,0.0,CXCL13_CXCR5_6_0,0.00017820017820017821,0.02702702702702703,0.006593406593406593,0.2365846763176347
SELE,CD44,10,6,0.041666666666666664,0.3333333333333333,0.013888888888888888,SELE_CD44_10_6,0.016516516516516516,0.047619047619047616,0.34684684684684686,0.23447980272704266
CD34,SELL,4,4,1.5136363636363637,0.41818181818181815,0.6329752066115703,CD34_SELL_4_4,0.7436492959790971,1.1325301204819278,0.6566265060240963,0.23213470533216954
IL15,IL15RA,2,0,0.0,0.03260869565217391,0.0,IL15_IL15RA_2_0,0.0001694237240275784,0.01284796573875803,0.013186813186813187,0.22579776459255144
IL18,IL18R1,2,0,0.0,0.043478260869565216,0.0,IL18_IL18R1_2_0,0.00016471750947125678,0.07494646680942184,0.002197802197802198,0.21998008612056952
CXCL13,CXCR5,0,2,0.043478260869565216,0.0,0.0,CXCL13_CXCR5_0_2,0.00015059886580229195,0.004395604395604396,0.034261241970021415,0.2023849532052782
VEGFA,KDR,0,10,0.2608695652173913,0.08333333333333333,0.021739130434782608,VEGFA_KDR_0_10,0.02511773940345369,0.17582417582417584,0.14285714285714285,0.19985294586338723
CD80,CTLA4,6,0,0.0,0.010869565217391304,0.0,CD80_CTLA4_6_0,0.0001386001386001386,0.03153153153153153,0.004395604395604396,0.1872611804588762
EGF,EGFR,6,10,2.0,0.08333333333333333,0.16666666666666666,EGF_EGFR_6_10,0.1896181896181896,0.9954954954954955,0.19047619047619047,0.1850898947537992
CTGF,ITGAV,10,2,0.8333333333333334,0.5,0.4166666666666667,CTGF_ITGAV_10_2,0.4735393086570816,0.8571428571428571,0.5524625267665952,0.18417558960218805
CCL19,CCR7,4,4,0.35909090909090907,0.15,0.05386363636363636,CCL19_CCR7_4_4,0.06096675860066773,0.3614457831325301,0.1686746987951807,0.17564425757993662
CD80,CD28,0,6,0.043478260869565216,0.0,0.0,CD80_CD28_0_6,0.0001287001287001287,0.002197802197802198,0.05855855855855856,0.17466224403702313
CTGF,ITGAV,2,2,0.5,0.5,0.25,CTGF_ITGAV_2_2,0.2803717748258738,0.5074946466809421,0.5524625267665952,0.16479025096181257
FGF2,FGFR1,0,4,0.010869565217391304,1.5954545454545455,0.01734189723320158,FGF2_FGFR1_0_4,0.019541903879253274,0.01978021978021978,0.9879518072289156,0.16342702584901175
TGFB1,TGFBR1,4,6,0.21818181818181817,0.3333333333333333,0.07272727272727272,TGFB1_TGFBR1_4_6,0.08140670791273201,0.18072289156626506,0.45045045045045046,0.16056338698953287
CD80,CTLA4,2,0,0.0,0.010869565217391304,0.0,CD80_CTLA4_2_0,0.00011294914935171895,0.02569593147751606,0.004395604395604396,0.1543876774471411
ANGPT1,TEK,10,4,0.16666666666666666,1.190909090909091,0.1984848484848485,ANGPT1_TEK_10_4,0.22088353413654618,0.23809523809523808,0.927710843373494,0.1535234365616555
CCL21,CCR7,4,0,0.4818181818181818,0.010869565217391304,0.005237154150197629,CCL21_CCR7_4_0,0.0059314179796107515,0.3855421686746988,0.015384615384615385,0.15226260340549158
CD80,CTLA4,0,10,0.043478260869565216,0.0,0.0,CD80_CTLA4_0_10,0.00010465724751439037,0.002197802197802198,0.047619047619047616,0.14359880036969963
TNF,TNFRSF1A,5,3,0.14606741573033707,1.0,0.14606741573033707,TNF_TNFRSF1A_5_3,0.16110761485210826,0.14285714285714285,1.1277533039647578,0.14047422332768883
CXCL13,CXCR5,0,6,0.043478260869565216,0.0,0.0,CXCL13_CXCR5_0_6,9.900009900009899e-05,0.004395604395604396,0.02252252252252252,0.13619151624796794
IL2,IL2RA,0,6,0.010869565217391304,0.0,0.0,IL2_IL2RA_0_6,9.900009900009899e-05,0.004395604395604396,0.02252252252252252,0.13619151624796794
TNF,TNFRSF1B,0,0,0.0,0.010869565217391304,0.0,TNF_TNFRSF1B_0_0,9.660669001328343e-05,0.002197802197802198,0.04395604395604396,0.133046180151277
CD80,CD28,0,2,0.043478260869565216,0.0,0.0,CD80_CD28_0_2,9.412429112643245e-05,0.002197802197802198,0.042826552462526764,0.12977663575973206
BMP4,BMPR1A,10,6,0.14583333333333334,0.6666666666666666,0.09722222222222222,BMP4_BMPR1A_10_6,0.10617760617760617,0.42857142857142855,0.24774774774774774,0.12588213061141054
CXCL12,CXCR4,4,0,8.077272727272728,0.021739130434782608,0.17559288537549408,CXCL12_CXCR4_4_0,0.1906527207732027,7.228915662650603,0.026373626373626374,0.11806725887028373
CD80,CTLA4,0,2,0.043478260869565216,0.0,0.0,CD80_CTLA4_0_2,8.000564745746758e-05,0.002197802197802198,0.03640256959314775,0.11103885640502144
VEGFA,KDR,6,10,2.6666666666666665,0.08333333333333333,0.2222222222222222,VEGFA_KDR_6_10,0.23938223938223938,1.6756756756756757,0.14285714285714285,0.10684964909139118
IL1B,IL1R1,0,10,0.021739130434782608,0.10416666666666667,0.0022644927536231885,IL1B_IL1R1_0_10,0.002511773940345369,0.017582417582417582,0.14285714285714285,0.10534113976744877
IL2,IL2RA,2,2,0.0,0.0,0.0,IL2_IL2RA_2_2,7.33645438330223e-05,0.008565310492505354,0.008565310492505354,0.10214013784713745
CTGF,ITGAV,4,10,3.3363636363636364,0.3333333333333333,1.112121212121212,CTGF_ITGAV_4_10,1.1896156052782558,1.9216867469879517,0.6190476190476191,0.09709700692225032
CD80,CD28,4,0,0.18636363636363637,0.010869565217391304,0.002025691699604743,CD80_CD28_4_0,0.0022242817423540314,0.12650602409638553,0.017582417582417582,0.09171282132639566
VEGFA,KDR,10,10,0.22916666666666666,0.08333333333333333,0.01909722222222222,VEGFA_KDR_10_10,0.02040816326530612,0.14285714285714285,0.14285714285714285,0.09116491337264708
FASLG,FAS,4,10,0.15454545454545454,0.08333333333333333,0.012878787878787878,FASLG_FAS_4_10,0.013769363166953527,0.14457831325301204,0.09523809523809523,0.08972604672107776
VCAM1,ITGA4,3,6,0.5,0.3333333333333333,0.16666666666666666,VCAM1_ITGA4_3_6,0.17716394808905822,1.2290748898678414,0.14414414414414414,0.08760953421043406
IFNG,IFNGR1,5,10,0.15355805243445692,0.125,0.019194756554307114,IFNG_IFNGR1_5_10,0.02040816326530612,0.42857142857142855,0.047619047619047616,0.084180268967755
WNT5A,FZD5,10,0,0.020833333333333332,0.05434782608695652,0.001132246376811594,WNT5A_FZD5_10_0,0.0012558869701726845,0.09523809523809523,0.013186813186813187,0.08132063594076108
IL2,IL2RA,2,0,0.0,0.0,0.0,IL2_IL2RA_2_0,5.647457467585947e-05,0.008565310492505354,0.006593406593406593,0.07925804750907417
CD274,PDCD1,4,0,0.2863636363636364,0.010869565217391304,0.0031126482213438738,CD274_PDCD1_4_0,0.0033364226135310475,0.21686746987951808,0.015384615384615385,0.07643768883126938
CD80,CTLA4,5,0,0.10486891385767791,0.010869565217391304,0.0011398794984530207,CD80_CTLA4_5_0,0.0012558869701726845,0.2857142857142857,0.004395604395604396,0.07616522677041605
TGFB1,TGFBR2,0,4,0.010869565217391304,8.754545454545454,0.09515810276679841,TGFB1_TGFBR2_0_4,0.0994306897921356,0.02197802197802198,4.524096385542169,0.06271986146456092
CD80,CTLA4,0,6,0.043478260869565216,0.0,0.0,CD80_CTLA4_0_6,3.96000396000396e-05,0.002197802197802198,0.018018018018018018,0.05602859387732979
IL1B,IL1R1,10,10,0.0625,0.10416666666666667,0.006510416666666667,IL1B_IL1R1_10_10,0.006802721088435373,0.047619047619047616,0.14285714285714285,0.055084382659794096
IL2,IL2RA,0,2,0.010869565217391304,0.0,0.0,IL2_IL2RA_0_2,3.7649716450572986e-05,0.004395604395604396,0.008565310492505354,0.05331950956576629
CXCL11,CXCR3,5,4,0.14606741573033707,0.1590909090909091,0.02323799795709908,CXCL11_CXCR3_5_4,0.024096385542168672,0.2857142857142857,0.08433734939759036,0.05020905974833887
B2M,CD8A,6,4,3.6666666666666665,0.33636363636363636,1.2333333333333334,B2M_CD8A_6_4,1.2751546727450342,4.8108108108108105,0.26506024096385544,0.04807114871471456
CD80,CTLA4,5,3,0.10486891385767791,0.5,0.052434456928838954,CD80_CTLA4_5_3,0.05412208936438011,0.2857142857142857,0.1894273127753304,0.04486021711457688
PDGFB,PDGFRB,10,5,0.041666666666666664,0.6329588014981273,0.026373283395755304,PDGFB_PDGFRB_10_5,0.027210884353741492,0.09523809523809523,0.2857142857142857,0.04348339738923908
CXCL12,CXCR4,0,5,0.782608695652174,0.2958801498127341,0.23155837811431365,CXCL12_CXCR4_0_5,0.23861852433281006,0.4175824175824176,0.5714285714285714,0.04314652860732013
IL2,IL2RA,0,0,0.010869565217391304,0.0,0.0,IL2_IL2RA_0_0,2.8982007003985026e-05,0.004395604395604396,0.006593406593406593,0.041217755183215465
CCL2,CCR2,0,0,0.010869565217391304,0.021739130434782608,0.00023629489603024573,CCL2_CCR2_0_0,0.0002704987320371936,0.015384615384615385,0.017582417582417582,0.03937202219251908
CTGF,ITGAV,0,10,0.16304347826086957,0.3333333333333333,0.05434782608695652,CTGF_ITGAV_0_10,0.055782312925170066,0.09010989010989011,0.6190476190476191,0.03691496288432287
CD34,SELL,3,5,1.0,0.3258426966292135,0.3258426966292135,CD34_SELL_3_5,0.33259911894273125,0.33259911894273125,1.0,0.029519018332631004
B2M,CD8A,4,4,10.7,0.33636363636363636,3.5990909090909087,B2M_CD8A_4_4,3.651763681230948,13.77710843373494,0.26506024096385544,0.02095508250262379
SELE,CD44,4,5,0.2,0.599250936329588,0.11985018726591762,SELE_CD44_4_5,0.12134251290877797,0.28313253012048195,0.42857142857142855,0.017706105709575676
PDGFB,PDGFRB,10,4,0.041666666666666664,2.272727272727273,0.0946969696969697,PDGFB_PDGFRB_10_4,0.09581181870338497,0.09523809523809523,1.0060240963855422,0.016709939603923186
IFNG,IFNGR1,5,3,0.15355805243445692,1.0,0.15355805243445692,IFNG_IFNGR1_5_3,0.15481434864694774,0.42857142857142855,0.36123348017621143,0.01167927436711738
CXCL9,CXCR3,3,0,1.5,0.010869565217391304,0.016304347826086956,CXCL9_CXCR3_3_0,0.01641090187345694,1.2444933920704846,0.013186813186813187,0.008856365995395256
C3,C3AR1,10,5,0.16666666666666666,0.24344569288389514,0.04057428214731586,C3_C3AR1_10_5,0.04081632653061224,0.2857142857142857,0.14285714285714285,0.008374976933859683
VEGFA,KDR,4,10,5.036363636363636,0.08333333333333333,0.4196969696969697,VEGFA_KDR_4_10,0.4216867469879518,2.9518072289156625,0.14285714285714285,0.006807452170549618
CXCL13,CXCR5,10,5,0.0625,0.10861423220973783,0.006788389513108614,CXCL13_CXCR5_10_5,0.006802721088435373,0.047619047619047616,0.14285714285714285,0.0026522932206581636
IL2,IL2RA,10,0,0.0,0.0,0.0,IL2_IL2RA_10_0,0.0,0.0,0.006593406593406593,0.0
CCL2,CCR2,5,6,0.299625468164794,0.0,0.0,CCL2_CCR2_5_6,0.0,0.0,0.09009009009009009,0.0
IL15,IL15RA,4,10,0.30454545454545456,0.0,0.0,IL15_IL15RA_4_10,0.0,0.2891566265060241,0.0,0.0
WNT5A,FZD5,5,3,0.3445692883895131,0.0,0.0,WNT5A_FZD5_5_3,0.0,0.0,0.16740088105726872,0.0
ANGPT1,TEK,2,5,0.0,0.7340823970037453,0.0,ANGPT1_TEK_2_5,0.0,0.09850107066381156,0.0,0.0
TGFB1,TGFBR2,5,2,0.0449438202247191,0.0,0.0,TGFB1_TGFBR2_5_2,0.0,0.0,0.8865096359743041,0.0
IL15,IL15RA,3,5,0.0,0.08239700374531835,0.0,IL15_IL15RA_3_5,0.0,0.046255506607929514,0.0,0.0
IL2,IL2RA,6,5,0.0,0.0599250936329588,0.0,IL2_IL2RA_6_5,0.0,0.03153153153153153,0.0,0.0
IL2,IL2RA,2,5,0.0,0.0599250936329588,0.0,IL2_IL2RA_2_5,0.0,0.008565310492505354,0.0,0.0
PDGFA,PDGFRA,5,2,0.299625468164794,0.0,0.0,PDGFA_PDGFRA_5_2,0.0,0.0,0.08565310492505353,0.0
IL2,IL2RA,2,10,0.0,0.0,0.0,IL2_IL2RA_2_10,0.0,0.008565310492505354,0.0,0.0
IL2,IL2RA,6,10,0.0,0.0,0.0,IL2_IL2RA_6_10,0.0,0.03153153153153153,0.0,0.0
IL1B,IL1R1,5,2,0.18352059925093633,0.0,0.0,IL1B_IL1R1_5_2,0.0,0.0,0.12205567451820129,0.0
IL15,IL15RA,5,10,0.18352059925093633,0.0,0.0,IL15_IL15RA_5_10,0.0,0.0,0.0,0.0
IL15,IL15RA,0,10,0.010869565217391304,0.0,0.0,IL15_IL15RA_0_10,0.0,0.008791208791208791,0.0,0.0
IL15,IL15RA,5,6,0.18352059925093633,0.0,0.0,IL15_IL15RA_5_6,0.0,0.0,0.036036036036036036,0.0
BMP4,BMPR1A,3,5,0.0,0.599250936329588,0.0,BMP4_BMPR1A_3_5,0.0,0.14096916299559473,0.0,0.0
IL15,IL15RA,5,3,0.18352059925093633,0.0,0.0,IL15_IL15RA_5_3,0.0,0.0,0.07929515418502203,0.0
IL2,IL2RA,4,10,0.12272727272727273,0.0,0.0,IL2_IL2RA_4_10,0.0,0.05421686746987952,0.0,0.0
IL2,IL2RA,3,5,0.0,0.0599250936329588,0.0,IL2_IL2RA_3_5,0.0,0.06167400881057269,0.0,0.0
WNT5A,FZD5,5,2,0.3445692883895131,0.0,0.0,WNT5A_FZD5_5_2,0.0,0.0,0.09850107066381156,0.0
CCL2,CCR2,10,6,0.16666666666666666,0.0,0.0,CCL2_CCR2_10_6,0.0,0.0,0.09009009009009009,0.0
CD274,PDCD1,5,2,0.19850187265917604,0.0,0.0,CD274_PDCD1_5_2,0.0,0.0,0.06423982869379015,0.0
IL2,IL2RA,3,10,0.0,0.0,0.0,IL2_IL2RA_3_10,0.0,0.06167400881057269,0.0,0.0
IL15,IL15RA,2,10,0.0,0.0,0.0,IL15_IL15RA_2_10,0.0,0.01284796573875803,0.0,0.0
IL2,IL2RA,10,5,0.0,0.0599250936329588,0.0,IL2_IL2RA_10_5,0.0,0.0,0.0,0.0
CD274,PDCD1,5,3,0.19850187265917604,0.0,0.0,CD274_PDCD1_5_3,0.0,0.0,0.3766519823788546,0.0
CD274,PDCD1,5,6,0.19850187265917604,0.0,0.0,CD274_PDCD1_5_6,0.0,0.0,0.02702702702702703,0.0
IL2,IL2RA,10,10,0.0,0.0,0.0,IL2_IL2RA_10_10,0.0,0.0,0.0,0.0
IL15,IL15RA,2,5,0.0,0.08239700374531835,0.0,IL15_IL15RA_2_5,0.0,0.01284796573875803,0.0,0.0
IL2,IL2RA,10,2,0.0,0.0,0.0,IL2_IL2RA_10_2,0.0,0.0,0.008565310492505354,0.0
IL2,IL2RA,10,6,0.0,0.0,0.0,IL2_IL2RA_10_6,0.0,0.0,0.02252252252252252,0.0
IL15,IL15RA,3,10,0.0,0.0,0.0,IL15_IL15RA_3_10,0.0,0.046255506607929514,0.0,0.0
IL15,IL15RA,10,10,0.020833333333333332,0.0,0.0,IL15_IL15RA_10_10,0.0,0.09523809523809523,0.0,0.0
IL2,IL2RA,10,4,0.0,0.11363636363636363,0.0,IL2_IL2RA_10_4,0.0,0.0,0.060240963855421686,0.0
CCL21,CCR7,6,5,0.0,0.1647940074906367,0.0,CCL21_CCR7_6_5,0.0,0.05855855855855856,0.0,0.0
ICAM1,ITGAL,2,5,0.0,0.11610486891385768,0.0,ICAM1_ITGAL_2_5,0.0,0.32762312633832974,0.0,0.0
WNT5A,FZD5,5,10,0.3445692883895131,0.0,0.0,WNT5A_FZD5_5_10,0.0,0.0,0.047619047619047616,0.0
IL2,IL2RA,10,3,0.0,0.0,0.0,IL2_IL2RA_10_3,0.0,0.0,0.046255506607929514,0.0
IL15,IL15RA,5,2,0.18352059925093633,0.0,0.0,IL15_IL15RA_5_2,0.0,0.0,0.023554603854389723,0.0
IL18,IL18R1,6,10,0.0,0.020833333333333332,0.0,IL18_IL18R1_6_10,0.0,0.10810810810810811,0.0,0.0
IL6,IL6R,5,2,0.13857677902621723,0.0,0.0,IL6_IL6R_5_2,0.0,0.0,0.11349036402569593,0.0
IFNG,IFNGR1,6,5,0.0,0.7191011235955056,0.0,IFNG_IFNGR1_6_5,0.0,0.036036036036036036,0.0,0.0
IFNG,IFNGR1,3,5,0.0,0.7191011235955056,0.0,IFNG_IFNGR1_3_5,0.0,0.1277533039647577,0.0,0.0
CD80,CD28,10,2,0.10416666666666667,0.0,0.0,CD80_CD28_10_2,0.0,0.0,0.042826552462526764,0.0
CD80,CD28,10,6,0.10416666666666667,0.0,0.0,CD80_CD28_10_6,0.0,0.0,0.05855855855855856,0.0
CD80,CD28,2,10,0.0,0.0625,0.0,CD80_CD28_2_10,0.0,0.02569593147751606,0.0,0.0
IFNG,IFNGR1,2,5,0.0,0.7191011235955056,0.0,IFNG_IFNGR1_2_5,0.0,0.021413276231263382,0.0,0.0
VEGFA,KDR,5,3,1.1610486891385767,0.0,0.0,VEGFA_KDR_5_3,0.0,0.0,0.16079295154185022,0.0
CD40LG,CD40,5,3,0.10112359550561797,0.0,0.0,CD40LG_CD40_5_3,0.0,0.0,0.2092511013215859,0.0
CXCL9,CXCR3,2,5,0.0,0.0599250936329588,0.0,CXCL9_CXCR3_2_5,0.0,0.6616702355460385,0.0,0.0
CD80,CD28,3,10,0.0,0.0625,0.0,CD80_CD28_3_10,0.0,0.16079295154185022,0.0,0.0
CXCL11,CXCR3,6,5,0.0,0.0599250936329588,0.0,CXCL11_CXCR3_6_5,0.0,0.12162162162162163,0.0,0.0
CXCL11,CXCR3,0,5,0.0,0.0599250936329588,0.0,CXCL11_CXCR3_0_5,0.0,0.054945054945054944,0.0,0.0
CD86,CD28,10,10,0.0,0.0625,0.0,CD86_CD28_10_10,0.0,0.047619047619047616,0.0,0.0
CD40LG,CD40,5,6,0.10112359550561797,0.0,0.0,CD40LG_CD40_5_6,0.0,0.0,0.21621621621621623,0.0
CD86,CD28,6,10,0.0,0.0625,0.0,CD86_CD28_6_10,0.0,0.04054054054054054,0.0,0.0
CXCL11,CXCR3,10,5,0.0,0.0599250936329588,0.0,CXCL11_CXCR3_10_5,0.0,0.09523809523809523,0.0,0.0
CD80,CD28,6,10,0.0,0.0625,0.0,CD80_CD28_6_10,0.0,0.03153153153153153,0.0,0.0
IL18,IL18R1,2,10,0.0,0.020833333333333332,0.0,IL18_IL18R1_2_10,0.0,0.07494646680942184,0.0,0.0
IL18,IL18R1,2,5,0.0,0.14606741573033707,0.0,IL18_IL18R1_2_5,0.0,0.07494646680942184,0.0,0.0
CXCL9,CXCR3,6,5,0.0,0.0599250936329588,0.0,CXCL9_CXCR3_6_5,0.0,0.45495495495495497,0.0,0.0
